interest,f0,debt_loan_ratio,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_u,recircle_b,scoring_high,scoring_low,early_return,class,year_of_loan,censor_status,house_exist,work_year,use,labels
24.7,9.09,2.16,17.24,8.33,0.0,50.28,0.7,23.94,19.85,0.0,2,3,0,0,7,0,0
12.640297567273455,18.94139956401862,2.5217197494609893,20.906106806949182,7.283389708205425,0.0,54.7031707928726,4.292924704992127,9.92811619195203,13.50824008023048,0.0,2,3,1,0,2,0,1
45.89,24.24,3.33,24.14,0.0,0.0,55.88,3.84,57.61,48.53,40.0,5,5,1,1,2,0,0
24.7,21.21,0.6,17.24,8.33,0.0,24.03,0.71,50.12,52.94,60.0,2,3,2,1,4,0,0
61.09044425242785,21.462638532919343,1.6200877832360183,17.38424576301995,7.635452482106233,0.0,59.29931983012535,2.225244147125176,45.89543053629723,48.77513441808016,0.0,4,5,1,1,0,5,1
12.88,9.09,1.19,8.62,0.0,0.0,50.8,0.23,0.81,1.1,40.0,2,3,1,2,11,0,0
22.75,18.18,3.09,13.79,0.0,0.0,64.59,2.33,26.75,36.4,0.0,3,3,1,1,1,0,0
48.67,21.21,1.67,31.03,0.0,0.0,72.32,4.07,18.33,2.21,0.0,4,3,1,0,10,5,1
28.29,9.09,2.57,10.34,8.33,20.0,69.57,1.2,13.69,18.63,40.0,3,3,1,1,8,0,0
25.189894934542203,35.17091607161056,1.517079841482807,23.458046278392153,0.0,0.0,63.51578365607326,2.9569432977132695,38.63362806001427,40.44,0.0,2,3,0,1,7,3,1
16.749777856433358,29.23631499325259,1.084474421328811,22.586291169056267,0.0,0.0,33.91042046293695,4.817424315652966,48.27126664714352,44.49,0.0,2,3,1,0,1,1,1
34.01332980794843,27.206891690494153,3.18212338052631,27.92683522822772,0.0,0.0,44.15208542653062,1.271752710139645,58.71545054443606,49.838699156315755,23.916688700322318,3,3,1,0,1,4,1
8.8,9.09,1.02,20.69,8.33,20.0,81.31,0.53,32.25,18.63,60.0,1,3,0,0,6,4,0
36.89762417614873,9.09,3.5411888935640636,15.899611835614909,0.0,0.0,83.7775879960788,0.6630245407382174,34.84353639045282,22.075316785883633,0.0,3,3,1,1,5,1,1
89.76,15.15,3.67,22.41,0.0,0.0,30.23,1.47,9.73,13.24,0.0,7,5,2,1,3,0,1
41.82,12.12,1.01,17.24,0.0,0.0,37.39,2.64,45.39,61.76,60.0,4,3,1,1,1,4,0
33.85,12.12,1.44,10.34,16.67,20.0,41.16,0.43,34.9,33.7,60.0,3,3,2,0,10,0,0
52.291213822993065,17.370354016677194,1.5432424892152385,35.52295031932601,8.33,20.0,40.454742974430054,2.399230119857646,23.229193598621492,16.008670925281614,0.0,4,5,1,0,0,0,1
64.31248698660013,22.3887819120583,1.887353123953341,18.522607525126386,0.0,0.0,43.214693545227505,1.7112434933000682,5.7799175695113,4.938115706031121,0.0,5,5,2,1,1,4,1
30.74135902815822,22.630322298438635,2.206876358199415,23.72261717735471,8.33,20.0,44.0005209519063,1.1838535953605638,15.386870149287803,20.935514225585386,0.0,3,4,0,0,1,4,1
60.274209220326,41.135792760441056,2.35508596926558,25.714202214386706,8.33,20.0,25.083115452814305,1.16202716903931,38.78491052776477,37.5211313830489,0.0,5,5,2,0,1,3,1
25.74283578509771,13.730727572186415,1.8344230561406265,18.161998370304147,0.0,0.0,25.378117459407413,1.3766895055145127,61.76,67.65,0.0,2,4,1,0,4,3,1
25.03,21.21,1.14,17.24,8.33,20.0,25.94,1.73,2.43,3.31,0.0,2,3,1,0,9,4,1
37.70329066298762,10.350218372521454,1.132133534335544,13.929334836587506,0.0,0.0,26.642331827947956,0.5845030118363562,18.787289155471033,25.567976906057797,0.0,3,3,2,1,6,0,1
21.51,30.3,2.37,24.14,0.0,0.0,40.63,1.54,9.98,2.21,60.0,3,3,1,1,1,0,0
44.83830936129204,13.560948927309152,2.9424439297917773,12.616894807394562,8.33,20.0,42.703885299884305,0.688031448069054,22.02983117996972,9.986708922441734,0.0,3,5,2,0,2,0,1
23.12,21.21,2.4,22.41,0.0,0.0,34.02,2.89,55.94,60.29,60.0,2,3,1,1,1,0,0
19.38,9.09,0.06,29.31,0.0,0.0,0.29,0.02,53.03,43.14,0.0,2,3,0,0,6,2,1
5.18,24.24,1.5,15.52,8.33,0.0,44.02,6.84,16.08,9.93,0.0,1,3,1,0,0,4,0
51.360811568271586,13.006944896925829,3.1036238098341573,13.286519728477748,0.0,0.0,51.23286734965006,1.4225462575450754,32.25,18.63,0.0,5,5,1,0,1,1,1
43.98,24.24,0.83,17.24,0.0,0.0,39.34,1.92,2.43,3.31,0.0,3,3,0,0,9,0,1
26.07,9.09,0.16,5.17,0.0,0.0,15.99,0.64,55.11,75.0,0.0,3,5,2,1,10,0,1
15.248810358388154,21.21,1.3137258402682537,16.098544617715426,0.0,0.0,36.37624392321997,2.070489124026593,17.53420297449964,8.086002424161418,0.0,2,3,0,1,1,2,1
7.95,6.06,0.47,8.62,0.0,0.0,12.82,0.4,36.65,49.88,0.0,1,3,0,2,4,8,0
28.2,21.21,2.04,13.79,0.0,0.0,55.87,1.11,27.74,37.75,60.0,3,5,0,0,5,4,0
48.38064852099673,5.727368631780305,2.3834132402332733,20.501179553353836,0.0,0.0,20.66202413528153,1.0492427376100115,43.54024765188843,43.14,0.0,4,5,1,1,3,0,1
38.68,30.3,1.61,34.48,0.0,0.0,40.29,4.37,46.47,63.24,60.0,4,5,1,1,7,0,0
26.75,60.61,2.01,46.55,0.0,0.0,39.46,3.61,24.88,9.93,60.0,3,3,2,1,2,0,0
59.73,21.21,2.5,17.24,0.0,0.0,71.86,1.4,20.89,28.43,40.0,4,5,2,1,10,0,0
36.31,18.18,3.27,24.14,0.0,0.0,11.43,0.32,5.67,7.72,0.0,4,3,2,0,1,0,1
30.07700542520743,20.710369498313547,2.679503220929163,21.16879378845977,0.0,0.0,65.53856370784844,1.5280669287775988,54.57951888471933,54.65239499586769,0.0,3,3,1,0,8,0,1
16.43,6.06,0.47,12.07,0.0,0.0,13.93,1.19,59.43,64.71,0.0,2,5,2,0,11,3,1
48.69,18.18,2.99,18.97,33.33,0.0,40.36,2.15,40.23,40.44,60.0,4,3,1,0,1,4,0
20.45,15.15,1.75,10.34,0.0,0.0,66.34,0.78,25.76,35.05,0.0,2,3,2,1,7,0,0
48.25317212705483,16.27728503191099,2.097780685763305,12.709910975210198,0.0,0.0,29.53520135669511,0.8469896838357269,39.45278173668137,53.6923973638163,0.0,4,4,2,1,4,0,1
7.95,24.24,1.67,17.24,0.0,0.0,68.39,6.34,70.07,63.24,0.0,1,3,0,0,1,0,0
45.45253089814785,33.33,3.2181319996643523,29.153591026149567,0.0,0.0,50.93737341866782,2.1599710050956547,10.909360298111281,2.4100579898086907,0.0,4,4,1,1,2,0,1
51.00527782797418,11.89822144513397,0.9453804303686264,6.8577913201410095,0.0,0.0,47.38708829602766,0.6870722302987983,29.598985519016995,40.27555693511584,0.0,5,3,0,1,7,4,1
11.85,15.15,1.54,17.24,0.0,0.0,16.61,0.59,30.8,41.91,60.0,1,3,0,2,1,0,0
35.250604168243235,8.994331624446708,1.4503132548327875,7.787153400322056,8.33,20.0,66.47533029691792,0.8276862486911605,11.38145771858591,3.981874564236206,0.0,3,4,0,0,3,0,1
15.97,15.15,2.14,15.52,0.0,0.0,19.48,1.72,86.28,82.35,80.0,2,5,1,0,1,0,0
0.03,15.15,1.66,25.86,0.0,0.0,24.8,2.49,47.7,49.88,20.0,1,3,0,0,1,5,0
11.32,21.21,1.88,17.24,0.0,0.0,22.95,11.19,19.09,25.98,40.0,1,3,1,2,0,8,0
8.162747332513572,19.648499598286982,2.361777199881276,27.51445648629015,0.0,0.0,11.651602712827899,0.7187722666214384,15.946313153946186,15.871523728968812,60.0,1,3,0,0,5,3,1
14.92,15.15,1.54,10.34,8.33,0.0,61.53,1.45,34.33,21.08,0.0,2,3,0,0,2,4,0
28.157163682453458,34.28010418770725,1.4872622183279325,33.402576754577225,3.647334200616217,0.0,28.605539974182072,1.2381072376913793,49.328114809141724,51.93094163562035,0.0,3,3,1,0,8,0,1
37.62,18.18,1.38,15.52,0.0,0.0,80.36,1.4,33.29,19.85,20.0,3,3,0,1,8,0,0
48.87,21.21,2.38,17.24,0.0,0.0,54.49,4.05,41.06,55.88,0.0,4,5,1,2,3,0,0
9.49,9.09,2.76,15.52,0.0,0.0,49.59,2.43,47.55,64.71,0.0,1,3,0,1,0,0,0
31.75,33.33,2.54,20.69,0.0,0.0,65.83,2.52,36.74,50.0,0.0,4,5,2,1,4,4,1
11.87,6.06,0.62,6.9,0.0,0.0,17.83,1.22,9.1,1.1,20.0,2,3,0,0,1,0,0
26.75,9.09,2.71,6.9,0.0,0.0,50.0,0.44,60.1,51.47,60.0,3,3,1,1,0,0,0
63.25,15.15,1.14,34.48,0.0,0.0,79.78,1.87,34.9,33.7,0.0,7,5,2,1,3,0,0
35.518721920459605,15.15,2.963926789111441,12.07,11.723335839403632,20.0,25.779578207812996,0.4544271326171827,10.598197467187207,0.8760846176758251,0.0,3,4,2,0,5,0,1
63.5269399043274,23.94022889498372,2.5248020045497244,17.154916452041583,0.0,0.0,75.43755029095065,2.3556545180767787,16.39,22.3,0.0,6,5,2,1,0,4,1
41.883140997162,17.731254580159803,3.069240319450851,16.98526662636134,0.0,0.0,66.95142987050357,4.667229749587591,32.647574927595834,20.717153043363535,0.0,4,4,0,1,1,3,1
20.59,15.15,1.36,18.97,0.0,0.0,46.61,2.34,35.37,22.3,0.0,3,3,1,0,3,5,1
17.51,18.18,0.55,24.14,0.0,0.0,25.03,3.98,9.73,13.24,60.0,2,3,1,0,8,0,0
42.16,12.12,0.79,10.34,0.0,0.0,78.02,1.66,20.2,4.41,20.0,4,5,2,1,1,0,0
12.88,24.24,2.75,24.14,8.33,20.0,38.93,1.74,19.26,3.31,60.0,2,3,0,0,11,0,0
11.47,12.12,0.58,17.24,0.0,0.0,44.2,1.84,54.78,58.82,40.0,1,3,1,1,1,5,0
31.75,15.15,2.99,22.41,0.0,0.0,58.75,13.25,7.29,9.93,0.0,4,3,2,0,1,1,0
36.34,18.18,2.4,18.97,8.33,20.0,47.32,1.16,36.74,50.0,40.0,3,3,1,1,1,4,0
14.11,15.15,3.03,31.03,0.0,0.0,53.56,1.64,62.59,54.41,0.0,1,3,1,1,3,4,0
29.83,21.21,1.92,15.52,0.0,0.0,42.77,2.71,24.88,9.93,20.0,3,3,1,1,1,0,0
11.34,24.24,2.55,29.31,0.0,0.0,42.59,3.39,46.63,48.53,60.0,2,3,0,2,1,0,0
0.03,18.18,0.47,17.24,0.0,0.0,10.54,0.68,69.91,77.94,40.0,1,3,2,0,2,0,0
35.14,15.15,0.69,18.97,0.0,0.0,12.63,1.8,50.9,53.92,0.0,3,3,0,0,2,0,0
57.777296225827094,15.15,1.1951921218621095,14.894194139826586,0.0,0.0,77.98257055384292,2.5626452992928703,3.4992455806549376,4.762061899654854,0.0,4,5,1,1,0,0,1
16.13,12.12,2.85,24.14,0.0,0.0,44.01,1.81,48.63,66.18,60.0,2,3,0,1,7,4,0
47.92010547141081,9.186417848362924,3.194042188564322,5.252257471293121,0.0,0.0,82.08143194824301,2.390954632162009,16.130595504586484,9.824672251458324,0.0,4,3,0,0,5,0,1
76.58491614253703,35.53488434654132,2.3013003726779715,31.983665035749596,0.0,0.0,38.68144980192259,4.892084090263721,15.831753435778781,18.329641509099815,0.0,5,5,1,0,1,4,1
75.31,18.18,1.6,12.07,0.0,0.0,75.45,7.4,33.83,32.35,60.0,5,5,2,0,1,0,0
47.64,36.36,3.54,39.66,0.0,0.0,37.5,7.3,21.79,29.66,20.0,4,5,2,0,8,0,0
48.67,18.18,2.81,34.48,0.0,0.0,15.27,0.61,51.29,54.41,0.0,5,3,1,1,0,0,1
49.61088056601727,51.52,1.7208232464445508,49.12987895733461,7.956609086782843,19.10350320956265,34.02581848281794,1.6520620988046688,29.197971324608297,39.09,0.0,4,5,2,0,1,0,1
24.73162856142251,18.18,1.4492448986089277,12.083025498995998,0.0,0.0,68.46806430458935,1.0027561200774138,24.9136622417467,21.08460611848554,0.0,3,5,0,1,0,3,1
37.459004938807205,8.16959427280344,1.4654206543804353,11.941342187276538,0.0,0.0,52.502598990086106,0.9084223006495028,15.466068589489492,1.1,0.0,4,3,0,0,4,0,1
32.24,21.21,1.73,27.59,0.0,0.0,13.93,0.77,46.47,63.24,0.0,4,3,0,1,6,4,1
22.08260173209861,18.404446968847658,1.979999775053179,22.79370801935012,7.712956022936971,0.0,22.522584861087047,1.195925542683194,47.46999910021271,64.60110988640064,0.0,2,4,0,1,1,0,1
10.91,21.21,2.41,22.41,0.0,0.0,33.39,3.56,33.64,32.11,60.0,1,3,1,0,10,1,0
17.51,15.15,1.68,17.24,8.33,20.0,39.18,1.22,1.62,2.21,40.0,2,3,2,0,7,0,0
77.58757115340917,27.8708254404024,1.9793500939661741,28.45536051216688,0.0,0.0,35.435351045331,1.0028036058238534,5.799905144391875,6.729060723505387,0.0,6,5,1,1,10,1,1
32.30168273256298,16.237874449860765,2.3413241303308694,21.045122852211293,0.0,0.0,40.118987583818274,1.9170096395377887,50.513677179275106,40.169892340614375,0.0,3,3,0,1,1,1,1
34.26,18.18,2.97,17.24,16.67,0.0,54.91,1.5,68.83,61.76,0.0,3,3,2,1,2,10,0
48.8,42.42,0.7,29.31,0.0,0.0,36.51,3.01,20.2,4.41,0.0,4,3,0,1,11,0,0
37.09,6.06,1.66,10.34,0.0,0.0,81.7,4.04,17.39,1.1,0.0,3,3,1,1,0,5,0
39.32690764230324,21.21,1.4668433234562326,16.471376384255244,0.0,0.0,74.10903009913663,1.5278749678080177,19.896071529851074,19.985158221758923,0.0,3,4,0,0,1,1,1
49.31991608692541,32.630350126457124,2.7745102627417206,20.42445631862234,0.0,0.0,49.65032366471628,1.6977148996739284,10.98392637843395,3.479332202617638,0.0,4,4,1,1,0,0,1
31.51,15.15,1.99,13.79,0.0,0.0,60.31,1.52,23.77,32.35,60.0,3,3,2,0,11,0,0
19.17,12.12,1.35,12.07,0.0,0.0,64.36,1.26,23.77,32.35,60.0,2,3,1,1,2,0,0
24.175952984324258,46.98678161444561,2.010431319097933,28.74326694937705,0.0,0.0,62.489853315817726,4.331930250559847,31.290492520233407,19.413955710329677,0.0,2,3,0,0,0,0,1
44.83726985110184,14.71670659832285,2.4582877883485192,16.013353873196756,0.0,0.0,15.975882450362906,0.4900806286928068,25.063584532617913,34.10333256795289,0.0,4,5,2,1,1,0,1
54.46135111994656,20.813430150182665,0.9734987613246475,23.913575630302315,0.0,0.0,28.64799783874156,1.0369118861446425,47.95182212072215,50.19239527367375,0.0,5,5,2,1,4,0,1
31.541762857951692,24.24,1.1573941739146625,15.604786527554795,0.0,0.0,63.80414884063098,3.206903049261547,37.99500273041179,37.61690486953608,0.0,3,4,0,0,1,0,1
9.89,33.33,2.0,32.76,0.0,0.0,19.11,1.74,52.0,41.91,60.0,1,3,1,0,9,2,0
34.74046984765482,24.24,2.6299855120468125,17.390452945042764,8.33,20.0,53.00391955255868,2.6230233211086085,9.751741755063984,12.280753766577059,0.0,3,3,1,0,10,2,1
45.48,12.12,2.45,15.52,0.0,0.0,70.94,3.06,58.85,50.0,0.0,4,3,2,1,10,0,0
10.36,15.15,2.0,24.14,0.0,0.0,74.54,1.27,51.29,54.41,60.0,2,3,0,0,10,1,0
25.03,18.18,2.76,17.24,0.0,0.0,68.8,4.4,52.45,55.88,0.0,2,3,1,1,1,0,1
54.49,6.06,2.94,18.97,0.0,0.0,25.45,1.72,39.17,39.09,0.0,6,5,1,0,1,0,1
28.76,9.09,0.93,29.31,0.0,0.0,14.43,0.19,23.94,8.82,0.0,2,3,0,0,3,5,0
40.71331312319578,18.607545743703064,2.596380329541529,15.758404755078475,14.263802573032436,0.0,56.95613506283606,1.448220841168519,24.195153418107918,32.92975466105625,0.0,3,3,1,1,10,0,1
35.17557169775786,30.85990230625091,2.152354987740642,37.52678997100643,0.0,0.0,48.503629482123735,3.2247828991749414,56.17913827772342,55.027818970213936,0.0,3,4,2,0,6,0,1
52.38,6.06,1.69,31.03,0.0,0.0,11.61,0.1,19.99,27.21,40.0,4,3,0,1,4,5,1
32.28503405441421,15.15,3.694074166197437,17.965270350347048,8.33,20.0,48.43114614501162,2.1796905474312265,51.13739320960048,48.36223259420733,0.0,2,3,2,0,1,0,1
36.34,33.33,2.89,24.14,0.0,0.0,73.57,4.71,68.83,61.76,60.0,3,3,2,1,1,5,0
22.85,33.33,1.66,32.76,0.0,0.0,23.13,1.08,23.77,32.35,40.0,2,3,1,1,6,0,0
17.51,39.39,2.49,37.93,0.0,0.0,27.65,3.5,71.32,64.71,0.0,2,5,1,0,10,0,0
40.81,33.33,1.68,24.14,0.0,0.0,77.02,5.6,11.89,16.18,0.0,5,5,1,0,1,0,0
32.57,15.15,1.25,10.34,8.33,20.0,59.69,1.53,58.85,50.0,0.0,2,3,1,1,7,0,0
0.03,6.06,1.54,10.34,0.0,0.0,20.97,0.87,45.57,62.01,0.0,1,3,0,0,11,0,0
6.26,9.09,1.14,6.9,0.0,0.0,5.89,0.18,29.76,27.21,60.0,1,3,1,1,5,5,0
38.82,15.15,2.81,25.86,0.0,0.0,36.93,2.02,43.23,58.82,0.0,3,3,2,0,1,0,1
11.65,15.15,0.41,6.9,0.0,0.0,63.04,2.22,45.03,33.7,0.0,2,3,0,1,8,4,0
13.871468941647876,9.95477432744417,1.2936621776114792,18.47625096155828,0.0,0.0,11.281338650402514,6.289208904033606,62.98772759567239,85.71988207546798,0.0,1,3,0,0,1,5,1
26.75,6.06,1.6,10.34,0.0,0.0,25.26,1.98,57.19,48.04,100.0,3,5,0,2,11,0,0
